,Date,Content,Rating,Version,sentiment_labels,Rating_converted,check
2465,8/27/2020,want nz covid tracer please help,5,1.2.0,NEGATIVE,POSITIVE,False
2466,8/27/2020,poor instruction techno geek understand next,1,1.2.0,NEGATIVE,NEGATIVE,True
2467,8/27/2020,forget password use verification code take hour receive email time verification logan expired,1,1.2.0,NEGATIVE,NEGATIVE,True
2468,8/27/2020,cant download app hit install day waiting download never installs samsung download,1,1.1.2,NEGATIVE,NEGATIVE,True
2469,8/27/2020,tell u download app unfortunately come error tried many time download time error occurred app suck big timeð ð,1,1.1.2,NEGATIVE,NEGATIVE,True
2470,8/27/2020,hello help older people phone computer friend said difficult manually entering location asked could option click button speak app also making app backwards compatible older android version would great help many older people old phone,3,1.1.2,POSITIVE,NEUTRAL,False
2471,8/27/2020,not get signed app not accept detail,1,1.2.0,NEGATIVE,NEGATIVE,True
2472,8/27/2020,cant enter verification code cant use app,1,1.2.0,NEGATIVE,NEGATIVE,True
2473,8/27/2020,went around circle trying install time went retrieve verification code logged initial code invalid new one sent,3,1.2.0,NEGATIVE,NEUTRAL,False
2474,8/27/2020,good app keep track,5,1.2.0,POSITIVE,POSITIVE,True
2475,8/27/2020,tried load numerous time wont mostly said downloaded could not find vastly frustrating nonstarter compulsory may cant get work denied public transport no doubt ive got setting wrong no way finding aaarrrrggggh,1,1.2.0,NEGATIVE,NEGATIVE,True
2476,8/27/2020,straight forward setupsee ability manual entriesvery good far seems user friendly,5,1.2.0,POSITIVE,POSITIVE,True
2477,8/27/2020,useless access code dont work no developer contact forced use piece trash fined not cant even say yes difficult use,1,1.2.0,NEGATIVE,NEGATIVE,True
2478,8/27/2020,could not validate account,2,1.2.0,NEGATIVE,NEGATIVE,True
2479,8/27/2020,ive tried 4 time register add code every time got error message,1,1.2.0,NEGATIVE,NEGATIVE,True
2480,8/27/2020,app wont work android,1,1.2.0,POSITIVE,NEGATIVE,False
2481,8/27/2020,cant scan enter manually pain gone back paper dairy,3,1.2.0,NEGATIVE,NEUTRAL,False
2482,8/27/2020,waste time app downloaded logging 6 digit pin say not valid number despite sent minute earlier gave wont bothering meanwhile yes got going honest not bad,1,1.2.0,NEGATIVE,NEGATIVE,True
2483,8/27/2020,able verify email worked intended problem getting email verified try day 2,5,1.2.0,NEGATIVE,POSITIVE,False
2484,8/27/2020,updated app worked flawlessly thank devs job well done easy sign create profile added two location manually earlier day no issue ive even able add text box,5,1.2.0,POSITIVE,POSITIVE,True
2485,8/27/2020,im computer logged say annoying app login setup point im deleting getting another app 5 star stuff,1,1.2.0,NEGATIVE,NEGATIVE,True
2486,8/27/2020,not enter 6 digit code create account keep saying error occurred since wrote tried day later everything fine,5,1.2.0,NEGATIVE,POSITIVE,False
2487,8/27/2020,initial issue logging seemed resolve put 1 rating no problem since thing would say amount time take qr taken seems take forever,4,1.2.0,NEGATIVE,POSITIVE,False
2488,8/27/2020,working well today app entirely deleted diary no record place scanned,2,1.2.0,NEGATIVE,NEGATIVE,True
2489,8/27/2020,dont trust app made hurry business record go no thanks low rating app,1,1.2.0,NEGATIVE,NEGATIVE,True
2490,8/27/2020,hearing much negative talk app expected pain couldnt easier use others good idea possible improvement like length stay,4,1.2.0,POSITIVE,POSITIVE,True
2491,8/27/2020,verification number not work unable log attempted install many time difficult,1,1.2.0,NEGATIVE,NEGATIVE,True
2492,8/27/2020,seriously useless app poor functionality,1,1.2.0,NEGATIVE,NEGATIVE,True
2493,8/27/2020,stupid wont scan qr code,1,1.2.0,NEGATIVE,NEGATIVE,True
2494,8/26/2020,sign troubling finally worked good app im glad work without constant use data,4,1.2.0,POSITIVE,POSITIVE,True
2495,8/26/2020,basic simple job like manual entry thats helpful,3,1.2.0,POSITIVE,NEUTRAL,False
2496,8/26/2020,great keep track ive,5,1.2.0,POSITIVE,POSITIVE,True
2497,8/26/2020,quick easy use especially manual entry available,5,1.2.0,POSITIVE,POSITIVE,True
2498,8/26/2020,not sign not receiving code checked junk box nothing,1,1.2.0,NEGATIVE,NEGATIVE,True
2499,8/26/2020,great app much faster accurate signing bit paper,5,1.2.0,POSITIVE,POSITIVE,True
2500,8/26/2020,unable log well cant get code forgotten password sent 3 different code still say error occurred going 4 week running patient,1,1.2.0,NEGATIVE,NEGATIVE,True
2501,8/26/2020,bloody hopeless not work,1,1.2.0,NEGATIVE,NEGATIVE,True
2502,8/26/2020,say app quotinstalledquot not see installed anywhere phone,1,1.1.1,NEGATIVE,NEGATIVE,True
2503,8/26/2020,dont like covid want go away,1,1.2.0,NEGATIVE,NEGATIVE,True
2504,8/26/2020,absolutely useless tried 4 time get app continues come back something went wrong try given,1,1.2.0,NEGATIVE,NEGATIVE,True
2505,8/26/2020,warning meizu m3 note m5 note user ap not like phone really stuff phone bad shame really want use dont know another nz tracer ap available thank,1,1.2.0,NEGATIVE,NEGATIVE,True
2506,8/26/2020,easy use hasnt randomly logged away home,3,1.2.0,POSITIVE,NEUTRAL,False
2507,8/26/2020,need 2 device set send confirmation code email go email get code go back app start stupid dont put link email like company would make easier,1,1.2.0,NEGATIVE,NEGATIVE,True
2508,8/26/2020,no good download cant rest password,1,1.2.0,NEGATIVE,NEGATIVE,True
2509,8/26/2020,clarify earlier comment incomplete therefore not useful incomplete qr code not everywhere like people home party public place wherever possible get virus furthermore user must vigilant remember scan realistically often not going happen app need optional gps based continuous recording location optional not frighten away paranoid people would provide much better contact tracing info,1,1.2.0,NEGATIVE,NEGATIVE,True
2510,8/26/2020,little bit glitchy seems work alright cant help feel confirmation email code little overkill least send via sm,4,1.2.0,NEGATIVE,POSITIVE,False
2511,8/26/2020,simple safe app work together beat virus,5,1.2.0,NEGATIVE,POSITIVE,False
2512,8/26/2020,thank email saying file got deleted email stated wanted put app back samsung galaxy phone requested code number problem really frustrating prefer not ring send email waste time thought safety crucial look like not,3,1.2.0,NEGATIVE,NEUTRAL,False
2513,8/26/2020,app wont let verify email 6 digit code cant log 26820 got sorted using cheer,1,1.2.0,NEGATIVE,NEGATIVE,True
2514,8/26/2020,work well scan fast,5,1.2.0,POSITIVE,POSITIVE,True
2515,8/26/2020,poor design,1,1.2.0,NEGATIVE,NEGATIVE,True
2516,8/26/2020,couldnt use qr reader difficult reset,1,1.2.0,NEGATIVE,NEGATIVE,True
2517,8/26/2020,easy use,5,1.2.0,POSITIVE,POSITIVE,True
2518,8/26/2020,doesnt want download frustrating,1,1.2.0,NEGATIVE,NEGATIVE,True
2519,8/26/2020,slow download bad review seems fixed common complaint people giving app work really well easy use recommend itll help keep u safe would given five star except think would really benefit option edit diary entry fact eg want go back add note remembered visit got detail wrong want correct,4,1.2.0,NEGATIVE,POSITIVE,False
2520,8/26/2020,not get phone acept phone type not work not allow u enter phonr make,1,1.2.0,NEGATIVE,NEGATIVE,True
2521,8/26/2020,could option share anonymously diary voluntarily help ministry keep picture movement people around community outbreak adjacent community people may feel around hot spot place dont add possibility sign facebook andor google account implementing function link account nz covid19 tracer app still optional least allow people voluntarily help,5,1.2.0,NEGATIVE,POSITIVE,False
2522,8/26/2020,app doesnt work android 5 lower technical reason family 4 samsung galaxy s4 phone cant use app sad face,1,1.2.0,NEGATIVE,NEGATIVE,True
2523,8/26/2020,cant get new code first one sent app would not accept,1,1.2.0,NEGATIVE,NEGATIVE,True
2524,8/26/2020,not able sign not accept password no matter many ridiculous one try,1,1.2.0,NEGATIVE,NEGATIVE,True
2525,8/26/2020,easy,5,1.2.0,POSITIVE,POSITIVE,True
2526,8/25/2020,like manually enter think adding leaving time would benefit get notification someone come place u time reply guy cant leaving time scanning barcode edit manual entry either cant always know leaving time,4,1.2.0,NEGATIVE,POSITIVE,False
2527,8/25/2020,almost impossible download vision impaired person one not computer,1,1.2.0,NEGATIVE,NEGATIVE,True
2528,8/25/2020,five star intention three star delivery need way manually add location apparently coming future upgrade shortly aug 25 update manual update better auto update view add note would helpful able review place visited sometimes cant recall recorded visit also id like add note example met staff ferry werent wearing mask,5,1.2.0,NEGATIVE,POSITIVE,False
2529,8/25/2020,probably due high signup volume error prone signup frequent failure various step process setup work well biggest current issue app not offered wife older phone due phone older version android,3,1.2.0,NEGATIVE,NEUTRAL,False
2530,8/25/2020,set new account work fine still friend lot problem though,3,1.2.0,NEGATIVE,NEUTRAL,False
2531,8/25/2020,total rubbish told download part workplace h not use,1,1.2.0,NEGATIVE,NEGATIVE,True
2532,8/25/2020,not well developed tried many time useless,1,1.2.0,NEGATIVE,NEGATIVE,True
2533,8/25/2020,not load trying 3three day,1,1.2.0,NEGATIVE,NEGATIVE,True
2534,8/25/2020,ð,5,1.2.0,POSITIVE,POSITIVE,True
2535,8/25/2020,first install app would crash not able record qa code day late started working since easy use like see visit record feedback developer would like programme qr code onto nfc sticker url long sticker short code url would handy,5,1.2.0,NEGATIVE,POSITIVE,False
2536,8/25/2020,stupid put 6 digit code say wrong,1,1.2.0,NEGATIVE,NEGATIVE,True
2537,8/25/2020,simple easy use thing need,4,1.2.0,POSITIVE,POSITIVE,True
2538,8/25/2020,recent update seems fixed poor qr code recognition app time scan didnt work s9 seemed working well half time doesnt work still maintain qr code isnt recognised app not officially registered govt issued qr code say rather leaving user trying change angle age,4,1.2.0,NEGATIVE,POSITIVE,False
2539,8/25/2020,tried get app everytime get code sent email address wont recognise code even got sent another device still wont work frustrating not going bother shame genuinely want use make user friendly u le tech savvy perhaps poor,1,1.2.0,NEGATIVE,NEGATIVE,True
2540,8/25/2020,good app not one problem hear bad press app people not using bad app not app people not using,5,1.2.0,NEGATIVE,POSITIVE,False
2541,8/25/2020,app useless set time go email put code sent email login detail disappeari tried 3 time set upthis not easy not user friendlytry right thingwhy bother,1,1.2.0,NEGATIVE,NEGATIVE,True
2542,8/25/2020,important nz people,5,1.2.0,POSITIVE,POSITIVE,True
2543,8/25/2020,working good since chrons immune surpressnets,5,1.2.0,POSITIVE,POSITIVE,True
2544,8/25/2020,couldnt figure use supermarketgave end absolutely deserves 5 star rating not using properly brilliant app help keep u safe,1,1.2.0,NEGATIVE,NEGATIVE,True
2545,8/25/2020,literally doesnt work attempted scan barcode wouldnt register,3,1.2.0,NEGATIVE,NEUTRAL,False
2546,8/25/2020,work fine newer android version suggest independent bluetooth chip card suitable young old many people missing mobile app depends individual accuracy responsibility multifunctional card health care id international standard showing vaccination c19 test status tracking record travel information,3,1.2.0,NEGATIVE,NEUTRAL,False
2547,8/25/2020,couldnt get past sign stage couldnt put verification code kept coming error good thanks,4,1.2.0,POSITIVE,POSITIVE,True
2548,8/25/2020,useless doesnt even let sign waste time email say rubbish dont waste ur time app,1,1.2.0,NEGATIVE,NEGATIVE,True
2549,8/25/2020,good help u coronavirus nz overall hood,5,1.2.0,POSITIVE,POSITIVE,True
2550,8/25/2020,quick easy certainly work lot better last time,5,1.2.0,POSITIVE,POSITIVE,True
2551,8/25/2020,pretty okay trace dick,4,1.2.0,NEUTRAL,POSITIVE,False
2552,8/25/2020,totally useless absolutely frustrated,1,1.2.0,NEGATIVE,NEGATIVE,True
2553,8/25/2020,hubby share email address he joined mean cant,1,1.2.0,NEGATIVE,NEGATIVE,True
2554,8/25/2020,easy setup use didnt problem people setup,5,1.2.0,POSITIVE,POSITIVE,True
2555,8/24/2020,easy use,5,1.2.0,POSITIVE,POSITIVE,True
2556,8/24/2020,hi boffin behind scene ive trying several day install covid19 tracer app android phone laptop computer screen tell installed smartphone say programme installed no covid logo appears phone screen tap access use asked help local staff member savvy cant make work either seems need go vodafone lockdown reduced l2 next week help setting anticipate long queue adding problem send community covid tracer card instead advise please mr jean whyte 09 962 4343,2,1.2.0,NEGATIVE,NEGATIVE,True
2557,8/24/2020,worst installation advice ever misfortune attempt,1,1.2.0,NEGATIVE,NEGATIVE,True
2558,8/24/2020,ive using app since beginning happy see improvement u add feature see movement day sometimes end day cant remember recorded every place visited,4,1.2.0,NEGATIVE,POSITIVE,False
2559,8/24/2020,need flash light scan dark time,4,1.2.0,NEGATIVE,POSITIVE,False
2560,8/24/2020,po doesnt recognize qr code used ffs long take get right,1,1.2.0,NEGATIVE,NEGATIVE,True
2561,8/24/2020,didnt wrk,1,1.2.0,NEGATIVE,NEGATIVE,True
2562,8/24/2020,scan camera function component app isnt working phone latest version app s8 fix,1,1.2.0,NEGATIVE,NEGATIVE,True
2563,8/24/2020,2 week 4 trying sign password doesnt work not receive notification code either useless,1,1.2.0,NEGATIVE,NEGATIVE,True
2564,8/24/2020,dsz,4,1.2.0,POSITIVE,POSITIVE,True
2565,8/24/2020,like idea often qr code scanned didnt register typing place also option,1,1.0.2,NEGATIVE,NEGATIVE,True
2566,8/24/2020,wont even download wast time,1,1.2.0,NEGATIVE,NEGATIVE,True
2567,8/24/2020,thing scan code keep saying code isnt valid happened everywhere completely useless,1,1.2.0,NEGATIVE,NEGATIVE,True
2568,8/24/2020,sometimes qr code scanner not work sometimes doesnt work unfortunately feature seem work fine annoying manually journal thing main feature scanner,3,1.2.0,NEGATIVE,NEUTRAL,False
2569,8/24/2020,great easy use,5,1.2.0,POSITIVE,POSITIVE,True
2570,8/23/2020,difficult load app want use given trying,1,1.2.0,NEGATIVE,NEGATIVE,True
2571,8/23/2020,need log use ridiculous concept fir public health tracing solution esp no access password log ffs,1,1.2.0,NEGATIVE,NEGATIVE,True
2572,8/23/2020,absolute rubbish every time went put 6 digit number came back not valid hard,1,1.2.0,NEGATIVE,NEGATIVE,True
2573,8/23/2020,app fine doesnt record long place would helpful knowing many people may overlapped app set allow sign well would record time gap scan long qr code,4,1.2.0,POSITIVE,POSITIVE,True
2574,8/23/2020,excellent,5,1.2.0,POSITIVE,POSITIVE,True
2575,8/23/2020,code verification code not work tried numerous time tech spark,2,1.2.0,NEGATIVE,NEGATIVE,True
2576,8/23/2020,doesnt let scan store qr code manually enter zzz,3,1.2.0,NEGATIVE,NEUTRAL,False
2577,8/23/2020,not bad really easy use,5,1.2.0,NEGATIVE,POSITIVE,False
2578,8/23/2020,easy use,4,1.2.0,POSITIVE,POSITIVE,True
2579,8/23/2020,easy use love not reliant data time capturing qr code id like see addition dependant click dependent present visit young child especially dont often access phone memory not always reliable would make tracing retrospectively far accurate trying remember dependent day location etc,3,1.2.0,NEGATIVE,NEUTRAL,False
2580,8/23/2020,second time ive downloaded app tried register doesnt accept pword asked reset asked several time send code say sent not turned box spam giving rely manual diary,1,1.2.0,NEGATIVE,NEGATIVE,True
2581,8/23/2020,app cant read code seems software issue turning phone make work,1,1.2.0,NEGATIVE,NEGATIVE,True
2582,8/23/2020,app need lot manual interaction not use gps link google location sharing already know ive also allow immediate anonymous use encourage uptake surely app still provide notification anonymous user tracing required user provide contact detail point registration easy not sure others difficulty not sure app took age develop basic,3,1.2.0,NEGATIVE,NEUTRAL,False
2583,8/23/2020,deleted app share info others eg ird,1,1.2.0,POSITIVE,NEGATIVE,False
2584,8/23/2020,tried get number verication kept sending new number entering kept saying error occurred give wasted 3 day app,1,1.2.0,NEGATIVE,NEGATIVE,True
2585,8/23/2020,gran hermana te estã¡ mirado,1,1.2.0,POSITIVE,NEGATIVE,False
2586,8/23/2020,unable get app recognize code email thought fat finger twice resent code locked going registration get sorted colleague abandoned attempt shes nerd,1,1.2.0,NEGATIVE,NEGATIVE,True
2587,8/23/2020,initially could not add name number skipped added later installed phone instead working well,3,1.2.0,NEGATIVE,NEUTRAL,False
2588,8/23/2020,licked door knob prevent anyone getting covid,5,1.2.0,POSITIVE,POSITIVE,True
2589,8/23/2020,excellent app pandemic,5,1.2.0,POSITIVE,POSITIVE,True
2590,8/23/2020,excellent app help prevent future case long social distance sensibly 4 star improved updated,4,1.2.0,POSITIVE,POSITIVE,True
2591,8/23/2020,second attempt get app work success,4,1.2.0,POSITIVE,POSITIVE,True
2592,8/23/2020,simple use couple gripe manual record entry doesnt edit option cant fix error check time no check,3,1.2.0,NEGATIVE,NEUTRAL,False
2593,8/23/2020,wont let reset password say error occurred log account forgotten password want use email address,2,1.2.0,NEGATIVE,NEGATIVE,True
2594,8/23/2020,quick scan,4,1.2.0,POSITIVE,POSITIVE,True
2595,8/23/2020,labour bugger,1,1.2.0,POSITIVE,NEGATIVE,False
2596,8/23/2020,app working powered phone rebooted key firmly press scan button wait several second camera show barcode not instant response like apps,4,1.2.0,NEGATIVE,POSITIVE,False
2597,8/23/2020,dont see point cant qr code property someone go store 5 private home dont code missing point doesnt even read regular qr code second instillation still no ability scan private residence get boring real quick enter manually,2,1.2.0,NEGATIVE,NEGATIVE,True
2598,8/23/2020,would good could download whole thing number get doesnt work used 6 number sent,1,1.2.0,POSITIVE,NEGATIVE,False
2599,8/23/2020,easy get,4,1.2.0,POSITIVE,POSITIVE,True
2600,8/23/2020,good ðð¿,5,1.1.1,POSITIVE,POSITIVE,True
2601,8/22/2020,wont scan qr code tried several time several different code place isnt working permission allowed phone app,2,1.2.0,NEGATIVE,NEGATIVE,True
2602,8/22/2020,great first 3 time didnt work closed opened 4th since nothing couldnt find information except check latest update yes dont uninstall reinstall goto ð¡,1,1.2.0,POSITIVE,NEGATIVE,False
2603,8/22/2020,cool,3,1.2.0,POSITIVE,NEUTRAL,False
2604,8/22/2020,poor app make mistake downloading app via play store try get confirmation code email via phone sign fail email address stay active not log poorly designed log system doesnt appeal user awhile suggest registering via webpage playstore wont work even sign may take long time wait code arrive 15 min,1,1.2.0,NEGATIVE,NEGATIVE,True
2605,8/22/2020,password remember 10 character long upper case who going interested hacking covid tracer also please make feature see password isnt 2010 lot people signing home who looking shoulder make lot easier elderly app important havent signed wont password length changed maximum 8 character preferably 6,1,1.2.0,NEGATIVE,NEGATIVE,True
2606,8/22/2020,scanning qr code work seldomly,1,1.2.0,NEGATIVE,NEGATIVE,True
2607,8/22/2020,easy download simple az,5,1.2.0,POSITIVE,POSITIVE,True
2608,8/22/2020,confirmation code sent emai doesnt work,1,1.2.0,NEGATIVE,NEGATIVE,True
2609,8/22/2020,good,5,1.2.0,POSITIVE,POSITIVE,True
2610,8/22/2020,easy use no problem,5,1.2.0,POSITIVE,POSITIVE,True
2611,8/22/2020,app wont load older samsung made available device new old,1,1.2.0,POSITIVE,NEGATIVE,False
2612,8/22/2020,worked great level 2 booted im unable log try reinstall missed recording visit,1,1.2.0,POSITIVE,NEGATIVE,False
2613,8/22/2020,easy use fast add place ive seems pretty easy straightforward compared ive heard,4,1.2.0,POSITIVE,POSITIVE,True
2614,8/22/2020,tried open app many time no go,1,1.2.0,NEGATIVE,NEGATIVE,True
2615,8/22/2020,cant get past password put new password say wrong,1,1.2.0,NEGATIVE,NEGATIVE,True
2616,8/22/2020,nice easy,5,1.2.0,NEUTRAL,POSITIVE,False
2617,8/22/2020,trying right thing downloading app cant actually get work keep telling putting wrong confirmation code tell encountered error sends another 6 digit number guessed doesnt work either tried 12 time get right thinking getting wrong reading review seems im not one please fix asap please,1,1.2.0,NEGATIVE,NEGATIVE,True
2618,8/22/2020,read alot comment app trying register thank people shared problem trying get registered dont feel stupid helpless wont work cant someway edit restart im locked,1,1.2.0,NEGATIVE,NEGATIVE,True
2619,8/22/2020,cant even login try reset password dont receive email no contact number help issue,1,1.2.0,NEGATIVE,NEGATIVE,True
2620,8/22/2020,mine not work manually input,1,1.2.0,NEGATIVE,NEGATIVE,True
2621,8/22/2020,quick easy download set easy use not sure givng others issue hopefully thats resolved soon,4,1.2.0,NEGATIVE,POSITIVE,False
2622,8/21/2020,cant install app bloody head,1,1.2.0,NEGATIVE,NEGATIVE,True
2623,8/21/2020,time fails read code waste time good camera get real clear image code,1,1.2.0,POSITIVE,NEGATIVE,False
2624,8/21/2020,cant get app scanning last 10 day frustrating,1,1.2.0,NEGATIVE,NEGATIVE,True
2625,8/21/2020,tried twenty time doesnt want know pretend door work,1,1.2.0,NEGATIVE,NEGATIVE,True
2626,8/21/2020,easy follow directive,5,1.2.0,POSITIVE,POSITIVE,True
2627,8/21/2020,many issue,1,1.2.0,NEGATIVE,NEGATIVE,True
2628,8/21/2020,log no option paste password not see password typed correctly finally logged find dairy empty understand bank etc need security app store data phone doesnt need secure fort knox way bad q right part conspiracy,2,1.2.0,NEGATIVE,NEGATIVE,True
2629,8/21/2020,password requirement far long app sometimes log,1,1.2.0,NEGATIVE,NEGATIVE,True
2630,8/21/2020,waited 2 day still not load app,1,1.2.0,NEGATIVE,NEGATIVE,True
2631,8/21/2020,no trouble far,5,1.2.0,NEGATIVE,POSITIVE,False
2632,8/21/2020,stopped back button working really started phone let set account would never get past spinning wheel log page,1,1.2.0,NEGATIVE,NEGATIVE,True
2633,8/21/2020,great easy use interface simple concept easy enough remember use,4,1.2.0,POSITIVE,POSITIVE,True
2634,8/21/2020,disappointed cant get 6diget code phone wont except deleted app,1,1.2.0,NEGATIVE,NEGATIVE,True
2635,8/21/2020,easy use problem earlier version latest quick responsive no problem reading qr poster,5,1.2.0,POSITIVE,POSITIVE,True
2636,8/21/2020,wont scan phone,1,1.2.0,NEGATIVE,NEGATIVE,True
2637,8/21/2020,joke verification code many failed time tell wrong entering code give not,2,1.2.0,NEGATIVE,NEGATIVE,True
2638,8/21/2020,didnt allow one time code work tried 25 time son tried problem waste time,1,1.2.0,NEGATIVE,NEGATIVE,True
2639,8/21/2020,doesnt work,1,1.0.0,NEGATIVE,NEGATIVE,True
2640,8/21/2020,work,5,1.2.0,NEUTRAL,POSITIVE,False
2641,8/21/2020,tried login 6 digit emailed im constantly informed enter valid number entering number tell ive many attempt ive uninstalled twice reinstalled no luck sooo frustrating,1,1.2.0,NEGATIVE,NEGATIVE,True
2642,8/21/2020,ððððð,5,1.2.0,POSITIVE,POSITIVE,True
2643,8/21/2020,reinstall doesnt scan,1,1.2.0,NEGATIVE,NEGATIVE,True
2644,8/21/2020,ridiculous load code changed every time looking trying use,1,1.2.0,NEGATIVE,NEGATIVE,True
2645,8/21/2020,error setting frustrating,1,1.2.0,NEGATIVE,NEGATIVE,True
2646,8/21/2020,app updated could download compatible phone worked couple time started crashing every time opened uninstalled reinstalled working shouldnt necessary,2,1.2.0,NEGATIVE,NEGATIVE,True
2647,8/21/2020,never work,1,1.2.0,POSITIVE,NEGATIVE,False
2648,8/21/2020,always say qr code not compatible app try scan anything havent successful scan yet pointless even youre trying responsible response comment moh poor make no sense qr code scanned covid purpose restaurantscafes etc isntthis educational issue consumer cant change supposed stay safe also no way update correct manual entry app frustratingly limited,1,1.2.0,NEGATIVE,NEGATIVE,True
2649,8/21/2020,app like government keeping virus country doesnt work,1,1.2.0,NEGATIVE,NEGATIVE,True
2650,8/21/2020,setting account crazy process signing doesnt work reliably quality password requires higher bank require anyone would think information giving covid tracer secret someone hack password major security event could happen nz,1,1.2.0,NEGATIVE,NEGATIVE,True
2651,8/21/2020,great app let add detail manually cause covid code printed bad look scramble address,5,1.2.0,NEGATIVE,POSITIVE,False
2652,8/20/2020,no good dont always data phone fact cant used without data make useless anyone cant always put data phone,1,1.2.0,NEGATIVE,NEGATIVE,True
2653,8/20/2020,got number no good 11times no good great app dont think well first posted 18th 21st still no good not try,1,1.2.0,POSITIVE,NEGATIVE,False
2654,8/20/2020,app hopeless not stay open long enough log verification no activate app next day tried deleted app reinstalled doesnt let register already exist hopefully dont get covid also rang 0800 no no help,1,1.2.0,NEGATIVE,NEGATIVE,True
2655,8/20/2020,tried sign got given verification code accidentally typed wrong number would not allow retype number need verification code anyway crazy,2,1.2.0,NEGATIVE,NEGATIVE,True
2656,8/20/2020,ive spent hour trying setup still cant get accept password required combinationsnumerous reset new code no avail uninstalls reinstalls still not workinggive possible,1,1.2.0,NEGATIVE,NEGATIVE,True
2657,8/20/2020,tried signing multiple email not go past step 4 error keep popping saying failed update personal detail tried logging screen not change whats point app doesnt work good luck tracing people,1,1.2.0,NEGATIVE,NEGATIVE,True
2658,8/20/2020,amazing mean dont need leave number place scan ð·ð¤©,5,1.2.0,NEGATIVE,POSITIVE,False
2659,8/20/2020,work well easy use well,5,1.2.0,POSITIVE,POSITIVE,True
2660,8/20/2020,good app simple use,5,1.2.0,POSITIVE,POSITIVE,True
2661,8/20/2020,tried twice enter verification codekeeps saying enter proper code uninstalledmake something work,1,1.2.0,NEGATIVE,NEGATIVE,True
2662,8/20/2020,cant even setup account get confirmation code enter say code incorrect checked tried still say wrong suddenly 3 4 email randomly arrive different code tried entering last one received still say code wrong app way buggy havent even able use yet,1,1.2.0,NEGATIVE,NEGATIVE,True
2663,8/20/2020,app requires high security password lost interest think managed set account would really know bloody complicated,1,1.2.0,NEGATIVE,NEGATIVE,True
2664,8/20/2020,work well quick use,5,1.2.0,POSITIVE,POSITIVE,True
2665,8/20/2020,unreliable,1,1.2.0,POSITIVE,NEGATIVE,False
2666,8/20/2020,not 2 pepole emaibloody useless,1,1.2.0,NEGATIVE,NEGATIVE,True
2667,8/20/2020,unable log receiving security code covid 19 app timed tried multiple time time timed even tried uninstalling reinstall app still problem maybe phone not compatible samsung j5 pro,1,1.2.0,NEGATIVE,NEGATIVE,True
2668,8/20/2020,cant get tracer phone give hard wont take email code ive given timed taking many try wont bother,1,1.2.0,NEGATIVE,NEGATIVE,True
2669,8/20/2020,ive tried x6 time download appit said downloaded not find anywhere phone pissed fustrated doesnt work doesnt work,1,1.2.0,NEGATIVE,NEGATIVE,True
2670,8/20/2020,uploaded ap forgotten password trying renew password keep getting message quotan error occurred trying handle forgotten password requestquot happened 7 day ago tried email help line four timesno reply phoned twice cant help loss get new password use ap,1,1.2.0,NEGATIVE,NEGATIVE,True
2671,8/20/2020,1 must able see typing inputting password people fat finger make mistake cant see 2 cant add contact detail app keep stopping disappointing trying right thing thwarted starting block 2 update ive resolved problem contact detail not recorded noticed checkin venue using qr code no way record long 10 minute 5 hour time frame used alerting people place suspected case record time left venue ive manually recorded,3,1.2.0,NEGATIVE,NEUTRAL,False
2672,8/20/2020,error occurs try reset password not way know reason support contact need access data,4,1.2.0,NEGATIVE,POSITIVE,False
2673,8/20/2020,great idea,5,1.2.0,NEUTRAL,POSITIVE,False
2674,8/20/2020,wont scan qr code useless,1,1.2.0,NEGATIVE,NEGATIVE,True
2675,8/20/2020,phoneapp offer quotmanualquot input one override quotautoquot instead grateful response asap standing qr code site filling bunch question aint good option,4,1.2.0,POSITIVE,POSITIVE,True
2676,8/20/2020,simply doesnt work phone nokia 51,1,1.2.0,NEGATIVE,NEGATIVE,True
2677,8/20/2020,not scan qr code not contacted even multiple feedback email sent waste time,1,1.2.0,NEGATIVE,NEGATIVE,True
2678,8/20/2020,not scan manual entry tried tried given others problem,1,1.2.0,NEGATIVE,NEGATIVE,True
2679,8/20/2020,cant use emailed code coming error unable activate,1,1.2.0,NEGATIVE,NEGATIVE,True
2680,8/20/2020,installed set password hitch verifying completed 3 attempt good go,2,1.0.0,POSITIVE,NEGATIVE,False
2681,8/20/2020,simple fast robust,5,1.2.0,POSITIVE,POSITIVE,True
2682,8/20/2020,installation setup use easy,5,1.2.0,POSITIVE,POSITIVE,True
2683,8/20/2020,tried logging ineverytime sent new code email failed recognize,1,1.2.0,NEGATIVE,NEGATIVE,True
2684,8/20/2020,work well,5,1.2.0,POSITIVE,POSITIVE,True
2685,8/20/2020,scan qr code cant scan dont know whats happened,1,1.2.0,NEGATIVE,NEGATIVE,True
2686,8/20/2020,installed registered fine no issue,5,1.2.0,NEGATIVE,POSITIVE,False
2687,8/20/2020,app good work well havent problem people described,5,1.2.0,POSITIVE,POSITIVE,True
2688,8/20/2020,convenient fast open use,5,1.2.0,POSITIVE,POSITIVE,True
2689,8/20/2020,wish whole world mark city nd country better nd hope people please get self tested happy got test donethen go lifeplease people helpful nd greatful family not n hospital deadjust please please happy alive well nd safe,5,1.2.0,NEGATIVE,POSITIVE,False
2690,8/20/2020,useless not work ph,1,1.2.0,NEGATIVE,NEGATIVE,True
2691,8/20/2020,wont even install,1,1.2.0,NEGATIVE,NEGATIVE,True
