Date,Content,Rating,Version
8/22/2021,Does exactly what it is designed to do. Thanks devs,4,5.1.0
8/22/2021,"This app has gone from strength to strength. I'm pleased that it now has a favorites function, in addition to the ' l stayed at home' pre-formatted entry. Also like the real time stats showing number of scans, manual entries and number of users with Blue Tooth tracing on. I strongly beleive this will be a valuable tool to get NZ free of Delta. Keep up the great work devs ðStay safe NZ ð",5,6.0.0
8/22/2021,"My Date of birth , tracer will not accept , this as correct , Born in NZ , !!.",2,6.0.0
8/22/2021,I turned off the app notification and it kept on notifying me.,2,6.0.0
8/21/2021,"The app takes ages to open. Surely in today's tech world, we can have an app that tracks where you are and asks if you are in a particular venue. Make it easy for the user. At least have it as an option.",3,6.0.0
8/21/2021,Won't send code. Have given phone number,1,6.0.0
8/21/2021,App isn't opening.,2,6.0.0
8/21/2021,The app downloads but says can't install. HUAWEI Y6 2018 Android 8.0.0,1,6.0.0
8/21/2021,Not reliable - code scannng inconsistent,2,6.0.0
8/21/2021,Trash app.,1,6.0.0
8/21/2021,Save us as will as yourself,5,6.0.0
8/21/2021,"Doesn't work well in Marlborough sounds, says you are visiting places upto 50kms away",1,6.0.0
8/21/2021,Great this has been invented i mean we need some protection when our government continues to allow aussies in for their weekend break.,5,6.0.0
8/20/2021,Gmail put the confirmation code for updating my details in spam. Google needs to do better than that.,5,6.0.0
8/20/2021,Works now,5,6.0.0
8/19/2021,Very helpful,5,1.2.0
8/19/2021,Can't download on Google playstore,1,6.0.0
8/19/2021,An absolute muse have if we want our freedom.,5,6.0.0
8/19/2021,It's good,5,6.0.0
8/18/2021,Disappointing. Unable to load the app on my phone. Press install and it just sits there &quot;pending&quot;.,1,6.0.0
8/18/2021,NZ COVID Tracer is so good to use,5,6.0.0
8/18/2021,Total waste of time and money. Turn on location tracking on your Android and Google will do it all for you without having to remember to scan anywhere.,1,6.0.0
8/17/2021,"Broke my phone, rendering it completely unusuable due to amount of lag. Uninstalled the app and phone is fine again, so it was definitely the app causing phone lag issue. App devs, is there anything you can do?",1,6.0.0
8/17/2021,QR codes refuse to scan and end up with people breathing on my back so instead I keep a personal diary as it's much easier. Also sad to see it used in court as evidence as it's private health info that should have more protection,1,6.0.0
8/17/2021,Great app,5,6.0.0
8/17/2021,"Really slick, easy to use and helpful app. Cheers NZ :)",5,6.0.0
8/17/2021,"No Matter, Where you GOo, Keep On &quot;COVID NZ TRACER&quot; BECAUSE! You Can't See The Virus! SOo Your Never Know, Might Of Chatch it!",5,6.0.0
8/17/2021,I like that app it keeps me and my family safe when we need information but I don't like the bluetooth on because it runs my phone flat fast but love the app,3,6.0.0
8/17/2021,"i had the app on my phone and wasn't working all the time. i uninstalled it' went reinstall it and now it won't reinstall. not happy. to to top it off, i have a older samsung ph and it comes with ''not available for this device'' There is no ph number to get help.",1,6.0.0
8/17/2021,To fiddly! needs to just automatically log you in. It hardly actually snaps the code and I don't have enough hands to get my phone out take a photo as well as manage my 3 young children. Not practical.,1,6.0.0
8/16/2021,if the app actuall worked - people would be more like;y to use it. It turns on and I get the app picture - and that is as far as I can go - oh I suppose once in 20 attempts I get to see the code I'm trying to register - but nothing happens - I can go backwards and forwards and up and down and sideways and just nothing happens. So I get cross when I say your press releases about people not using the app - I try but its ^&*$ing useless. Oh yes it is running the latest version available to me.,1,6.0.0
8/16/2021,I've had no issuing or installing this app. When is GPS geofencing going to be added for automatic check-ins? Update: Will geofencing or Maps integration be added on next update?,4,1.2.0
8/15/2021,"Wish more would use it, easy and reliable, great added protection against Covid.",4,1.2.0
8/13/2021,Exvellent,5,6.0.0
8/12/2021,"Takes far too long to open.. though I use it no matter what, sometimes standing waiting for it to open is so frustrating.. The QR Scanners need to be non reflective, ie: not in direct sunlight or laminated..and now they nearly all need replacing as they are fading .. if people are going to use this more it needs to be a bit more user friendly..",2,6.0.0
8/12/2021,"Getting better. I like favs as routine places (i.e. office) becomes easier to manually enter. There are times that scanning takes longer. It might be because of reflection, a squished up barcode, barcode partially covered, etc. Could a guidelines to the stores on how to display or position the barcode help? Also, I just had my covid vaccine, any chance that can be displayed/reflected on the app? Waiting for a time I don't have to scan anymore, maybe use location, rfid, bluetooth? Thanks",5,6.0.0
8/12/2021,The ap is so good now and so easy to use. I love how many features have been introduced including being able to select previously scanned codes. Excellent. The people who worked on this should be really proud of themselves,5,6.0.0
8/12/2021,"Bluetooth won't turn on without location on too. I thought the Bluetooth function worked without location, but now it tells me to turn on location otherwise Bluetooth doesn't work. I do like the ability to save frequent locations, makes it easier to check in when I get inside rather than lingering at the door.",2,6.0.0
8/11/2021,Let's all help each other,5,6.0.0
8/11/2021,Faster the better,5,3.0.1
8/9/2021,"Works great on my Samsung Galaxy S20 FE with Xcover. However, when opening the app, it takes a while to load so if possible, getting rid of that loading screen will be great.",5,5.1.0
8/8/2021,"I would like to not be notified that my Bluetooth is off, while still receiving notifications of exposures picked up while my Bluetooth was on.",2,6.0.0
8/7/2021,"App opens too slowly, requires lots of standing and waiting to scan. It seems to drop a lot of scans -- completely loses any record of them -- even though I got a &quot;Done&quot; validation response. And I can't turn on Bluetooth because it drains my battery too fast; the app needs a way to turn off that annoying red Bluetooth nag banner.",3,6.0.0
8/6/2021,Becoming mature and informative,5,6.0.0
8/5/2021,Does what it needs to. UPDATE Aug2021 : Latest favourites great when I forget can easily add. Scanning seems better too. Using Samsung Galaxy Xcover Pro.,5,6.0.0
8/5/2021,Works well and very easy to use and as a compromised old codger very important for everyone to use all the time,5,6.0.0
8/4/2021,This app just keeps getting better and better. I appreciate the new feature to select a previous scan for a manual entry and tag frequent locations.,5,6.0.0
8/4/2021,3gr That's what I'm doing in completely what I'm Blow in there I'm sure it's a friend I'll see you later on It's a funny button,2,6.0.0
8/4/2021,Well done. Easy to use and we should all use it,5,6.0.0
8/4/2021,Annoying banner bugging me about Bluetooth. I'm not going to turn it on; it's a battery waster.,2,6.0.0
8/2/2021,Working well when businesses display the code on plain paper (not laminated or behind glass),5,5.1.0
7/30/2021,Helped me from not getting COVID-19,5,5.1.0
7/30/2021,I found it very helpful with things,5,5.1.0
7/29/2021,"Makes logging of locations easy, but needs a option for manual entry when no qr code is available.",5,5.0.0
7/28/2021,Keeps you safe.,5,5.1.0
7/27/2021,Should integrate into google location,2,5.1.0
7/27/2021,Easy to use everytime/always I see QR sign...but it's usually only me scanning in rural towns where I live ð¥´ everyone else walks on in without doing,5,5.1.0
7/26/2021,Awesome,5,5.1.0
7/25/2021,"The app has started exhibiting a stuck notification in Android on an S8. &quot;Checking exposure keys...&quot; runs for hours, only disappears with a force stop. It otherwise runs as expected.",3,5.1.0
7/25/2021,Simple to install and register. Improved version now scans faster.,5,5.1.0
7/24/2021,"Could do with a lookup for manual diary entries. So if I checked in there once with the qr code, if I forget I can quickly enter it when I remember. Most of us are creatures of habit.",5,5.1.0
7/24/2021,Great thanks,5,5.1.0
7/24/2021,I was diagnosed with Asthma and it's helping me to feel safer in my twilight year's.,5,5.1.0
7/23/2021,Thanks government for this app,5,5.1.0
7/23/2021,Great,5,3.0.2
7/22/2021,"Only successfully scans 5% of signs. Oppo R15 pro. Location, bluetooth an internet all turned on. Often try several times in different locations in the same shop and mostly it fails to register. Camera lens cleaned and it still fails most of the time. Very unreliable app putting the public at risk. Only manual input for most scans where it fails miserably",1,5.1.0
7/19/2021,Good,4,5.1.0
7/17/2021,It keeps me aware of my daily during my visits at our social areas and keeping myself safe as well,5,5.1.0
7/17/2021,Works now,5,5.1.0
7/17/2021,Simple,5,5.1.0
7/16/2021,Best for all your were abouts epically with covid hanging around the corner,5,5.1.0
7/15/2021,One of safety.,5,5.1.0
7/14/2021,To slow,3,5.1.0
7/14/2021,Backdoored.,1,5.1.0
7/14/2021,Can you add a feature to show you are vaccinated for covid 19?,5,5.1.0
7/14/2021,This app is good,5,5.1.0
7/14/2021,"Don't listen to all these people. Covid is just the flu, there's no need to panic! And stop buying all the bread U morons",1,5.1.0
7/13/2021,Good overall! Some qr codes don't seem to scan although most do. My local cafÃ© for example the qr code is virtually impossible to get a grab whereas most others are instant. Not sure if this is due to a wobble in the physical qr code on the paper or what but moving the phone in and out for 30 seconds on dodgy printouts is annoying. Are there more concise codes that can be laminated and mailed to businesses available?,4,5.1.0
7/11/2021,Am now grateful for this app...but wish it was compulsory as I witness so many not using it. And they're from between 19 and 40s! Sad and risky,5,5.1.0
7/11/2021,No way will the current version be viable if scanning becomes manditory. Far too slow to open to scanning screen would create a long que at any popular venue.Seems that standard reply is used that it is being worked on.,3,5.1.0
7/11/2021,I will wait 4 seconds for the scan this totals 35! 8 to pull up the app 15-20 to open the camera and 3 or 4 seconds to get it to focus on the code. DO BETTER PLS!,1,5.0.0
7/9/2021,"If there was an option to sync with google maps, so it automatically tracks where I've been, instead of having to manually scan everywhere",3,5.1.0
7/7/2021,Easy,5,5.1.0
7/5/2021,"Great bit of kit - intuitive, easy to use.",5,5.1.0
7/4/2021,Its always been good to uee,5,5.0.0
7/4/2021,Easy to download and use. When attached to bluetooth it can slow the operating process to scan,4,5.0.0
7/3/2021,User dies nit use email,1,5.0.0
7/3/2021,Simple to use. Keeps you on your toes,4,5.0.0
7/2/2021,Once got it sorted and working it's excellent to keep a record of where ones been. Whether automatic off barcode or manually,5,3.0.2
7/1/2021,Does my install,1,4.0.0
7/1/2021,A bit slow to load up and scan.,3,5.0.0
7/1/2021,Very easy to use,5,5.0.0
7/1/2021,Excellent,5,5.0.0
7/1/2021,works great,5,5.1.0
7/1/2021,Not bad,5,5.0.0
6/29/2021,really greatful for the national alerts as i dont keep up with the news,5,5.0.0
6/29/2021,Sometimes it works but not always cant be bothered doing manual recording.Quite frustrating I have done updates.wondering if I should uninstall and try again. Still happening,2,5.0.0
6/28/2021,I like the information that is awesome to read,5,5.0.0
6/28/2021,"i had the spp on my phone and wasn't working all the time. i uninstalled it' went reinstall it and now it won't reinstall. not happy. to to top it off, i have a older samsung ph and it comes with ''not available for this device'' There is no ph number to get help.",1,5.0.0
6/28/2021,Very neat ððð,5,5.0.0
6/28/2021,The lag time from when you turn on the app till the camera comes up is very slow.. would be good I'd the developer could sort that out..,4,5.0.0
6/27/2021,Had app..now gone...says it's installed but cant find,1,1.4.0
6/27/2021,Sometimes forget to take my phone so add manually.,5,5.0.0
6/27/2021,"While scanning is encouraged, I can't believe with our technology we can't do this automatically? We have so many old phones sitting around, each company should have one and register it via covid app, so our phone can register via bluetooth when you enter the store. Even allow notification on our via a chime if needs be. Not much development required to set that up. It would be interesting to see how many of us use the bluetooth versus the scanning in? Keep up the development!",4,5.0.0
6/27/2021,It's working now,5,5.0.0
6/25/2021,"Ok I SK k 9b k k be the k k k 9 I k ok k same bk I kb ok k ok k k k k k and I b b9 I k o 9 o I know ok k ok k will o k o o on k ok on Friday night and o you o have o the k lady kobo in too 9k look o for you like ok know k k you k k k k k,,,,,",5,5.0.0
6/25/2021,It would be much easier if I didn't have to unlock my screen to use it. It would also be better if they QR codes weren't placed only in doorways. Distancing is difficult when a number of people are entering and leaving buildings at the same time when there is only a QR code at the entrance.,4,5.0.0
6/24/2021,First time I've used this,5,5.0.0
6/24/2021,I have no icon on my phone screen,3,5.0.0
6/24/2021,Awesome to use so easy,5,5.0.0
6/24/2021,"I have used this app consistently but word to the wise, when upgrading your mobile do not delete it from the old one! You have to manually put in your saved diary logs because it doesn't transfer over, regardless of whether you use the same email or not, to login. To start from scratch after a year, is time consuming & annoying.",3,5.0.0
6/24/2021,I cannot install this on my phone. Please add support for Andriod version 5,1,5.0.0
6/23/2021,Can be very slow opening it.,4,5.0.0
6/23/2021,Not scanning so have to add locations manually. Annoying but necessary.,2,5.0.0
6/23/2021,I 'm deaf me nz,1,5.0.0
6/23/2021,My phone living out in rural new Zealand doesn't seem to work too well with these apps,3,5.0.0
6/23/2021,I find the app for android quite slow. It's much faster on iPhone,3,5.0.0
6/23/2021,Fantastic,5,5.0.0
6/22/2021,Slow to open,3,4.1.0
6/22/2021,5 eyes watching me now....ALL EYES ON ME..Lol,4,5.0.0
6/22/2021,Good so far rejoining due to latest government announcement,5,5.0.0
6/22/2021,App is looking great and has all the info I want easily accessible. Good job dev team!,5,5.0.0
6/22/2021,I logged on different phone with same email address why is my diary empty,3,5.0.0
6/22/2021,Eeejj,2,5.0.0
6/19/2021,Tracks where I've been,4,5.0.0
6/19/2021,Works Brilliant very happy with the App,5,5.0.0
6/17/2021,Scanner not working on one plus 6t,5,5.0.0
6/16/2021,End_covid_19,5,4.1.0
6/14/2021,"Not the best app, it doesn't work any more, which makes it either a manual log in or not at all.",1,5.0.0
6/14/2021,Team of 5 million,5,5.0.0
6/13/2021,A++++,5,5.0.0
6/13/2021,previously & now its wouldn't to vibrate QI poster,3,5.0.0
6/13/2021,"Possible option to link with google location tracing? Google maps keep track of where I've been for how long, could use that to keep track of visited places too",4,5.0.0
6/13/2021,It's good but it's sometimes hard to scan,3,5.0.0
6/10/2021,Takes so long to get to scanning screen. Tedious. Shouldn't take so long...7 seconds,3,5.0.0
6/9/2021,"Its a kind reminder of being in the community as a citizen, and as a part of nows society.",4,5.0.0
6/9/2021,Excellent,5,5.0.0
6/8/2021,"I would love it if it allowed the times for manual entries to have better accuracy. E.g. 8:32 am instead of 8:30 am or 8:35 am. In other words, I can only make this app accurate to 5 minutes instead of 1 minute when creating a Manual Entry unless I change the time on my phone temporary before reversing the change.",4,5.0.0
6/7/2021,Easy to use & understand,5,5.0.0
6/6/2021,It's a good app,5,5.0.0
6/6/2021,Really good app I,5,5.0.0
6/5/2021,"For good reason,covid19",5,5.0.0
6/4/2021,"It works. It's not hard, and makes life that little easier",5,5.0.0
6/4/2021,1000x better than any of the Australian versions!!!,5,5.0.0
6/4/2021,Alll good man,5,4.1.0
6/3/2021,We went to have the covid injection and the nurses were excellent,4,5.0.0
6/2/2021,"For PM to Steal your info, voice n video and also put fear into the people! SOCIALIST, PLANDEMIC. Science says So.",1,5.0.0
6/1/2021,Good,4,5.0.0
6/1/2021,"Excellent and easy to use, especially being able to do manual entries. Tap on the date box to get the keyboard to move down so you can save them...Registering was easy as well...auto reads the QR codes at shops, Just frame it and bingo! Laurie Fyi it's not letting me see the last two days of May today...won't scroll Dow, Laurie",5,5.0.0
5/31/2021,Suggestion: it would be helpful if there was a code/pin you could enter instead because the QR code doesn't work if there's a glass/sun reflection or won't focus and then you must manually enter the details and it won't notify people if there's a positive case.,4,5.0.0
5/30/2021,better than a prison bracelet,1,5.0.0
5/30/2021,New update has a much faster scan time.,4,5.0.0
5/29/2021,Would be nice to have a map and you could manually draw a line and it could match with covid tracer qr codes that are nearby or something like that. Lines are deleted after using app or 1day or something to protect privacy. At codes notes are then taking down automatically as if you scanned. Also allowing people to change the qr code time after adding the line would be good. Making it easier to edit multiple notes would be nice. The less you have to do to change multiple stuff makes it easier.,5,5.0.0
5/29/2021,"Easy to use, does not affect battery life in any significant way.",5,5.0.0
5/29/2021,"Ok, got it",5,5.0.0
5/28/2021,This app belongs in the bin ððð,1,4.1.0
5/27/2021,"Bad sync issues, can lock up ph, scanner needs to factor in lighting changes, slow to open, start / stop ux needs rework",1,4.1.0
5/27/2021,Not bad for 1st attempt ... but cannot amend / delete manual entries if you get it wrong ... especially the time ... and placement of QR codes in some establishments causes problems when trying to scan due to reflections,4,4.1.0
5/27/2021,"Yes,Good",5,5.0.0
5/27/2021,So far no issues. Also as we are still in uncertainty regarding this covid19 I really am proud to be part of the solution.... Thanks N.Z for being proactive.,5,5.0.0
5/26/2021,Good,5,4.1.0
5/26/2021,Scanning works well - I've figured out that the QR Code MUST be flat (NO folds) or the phone just won't pick up the code. All I do is straighten the code & my phone picks it up. (Not good in Covid times but there's always sanitiser.),4,4.1.0
5/25/2021,"Worked well sometimes, but its performance was very variable, from occasionally very good, but generally slow and frustrating. Occasionally it wouldn't work at all!",2,5.0.0
5/25/2021,Works as it should. Sometimes reflections off glass means it takes longer to scan but generally it works fine. Updated version looks great,5,5.0.0
5/25/2021,Covid19 & into the future..! New Zealands International profile is undefined /reserved antidote hangs in the balance.. When all of our Nation will face mortal responsibility & focused on events to follow. 2021 /2022 reassurance from Our UNITED government. No-one is Alone. ð,3,5.0.0
5/24/2021,"Alot of improvements since it was first launched, atleast it doesn't log you out everytime it updates now ð",4,5.0.0
5/23/2021,YOU HAVE BEEN SO DUMB I HATE THIS APP,1,4.1.0
5/23/2021,Easy to use,5,4.1.0
5/23/2021,Not yet just sign up,5,4.1.0
5/23/2021,Don't use this online,5,4.1.0
5/19/2021,Easy to use,5,1.5.1
5/18/2021,all this app does is drain the battery disconnect calls and continuously turn the phone on and off. for what this app does ? Google location does a better job than the covid19 app. and you don't need to lift a finger. COVID19 APP YOUR DELETED !!! Further more this COVID19 APP compromises human safety by excessive battery usage and excessive actions of turning the phone on and off disconnecting from service you are putting yourself in danger by using this app,1,1.4.0
5/18/2021,Deaf me,2,1.4.0
5/18/2021,I haven't been near anyone so far but I do think I should have mine earlier than end of year as of health condition asthma.,5,4.1.0
5/17/2021,"Please make this open source so I know for sure where my data is going, seems useful.",5,4.1.0
5/17/2021,"Instead of using ths intrusiv app, u can take fotos of wher u go, even th QR codes, u can always use bank records wher u spent money. Ths app asks 4way 2many permissions 4it 2b anonymous. Y does it need acces 2fingerprint hardware, &biometrics? Y hav acces 2intrnet? Its meant 2keep trak of wher u'v been &sav it on ur phon until needd but it has acces 2 th network 4 it 2send bak info on ur whereabouts. Y else can th media report on how many peopl R using it? BIG BROTHER IS WATCHING! Wakeup people",1,4.1.0
5/17/2021,Easy to use and works well. Thank you for helping keep us safe,5,4.1.0
5/16/2021,ð³ð¿ð¤ð·ð,5,4.1.0
5/16/2021,"Of course the Min of Health say &quot;update to v4.1.0&quot; when that's what I was already on and still getting &quot;checking exsposure keys&quot; notification on a phone with BT turned off. But they said it was fixed! So I tried this; turn BT on, force close app, restart, turn BT off, force close app. No recurrence in weeks since. I stand by what I said, time to sack the devs and hire some competent ones! It took too long to fix, needed user smarts to enact. At least the app is usable for now....",3,4.1.0
5/15/2021,"Variable and best. Used to think it was my phone or camera, however other qr code scanners read the tracing qr codes really easily. This does not at all. Tiniest reflection and it fails. Many codes even in great conditions and this fails, whereas other qr scanner s/w works flawlessly. Using other scanners, reading the URL and launching this app that way, this app insists on reading the qr code itself, which 3 out of 4 times it will fail. Thought it was my phone or it's camera, but it's not.",1,4.1.0
5/14/2021,Re m,5,4.1.0
5/13/2021,It is killing Bluetooth on the phone so I can't connect my headphones and have to restart the phone,3,4.1.0
5/13/2021,Exceptional good care,5,4.1.0
5/12/2021,Uses to much of my battery power,1,4.0.0
5/12/2021,Awesome to know that info.,4,4.1.0
5/12/2021,Great app,5,4.1.0
5/12/2021,"Uninstalled as it deletes everywhere you've been after 30 days, I'm sticking with google maps, I know where I've been since I've had my phone and google maps",1,4.1.0
5/11/2021,"Background task kills battery, even when background task is restricted. &quot;Key checking&quot; never finishes, from 100% to 0% in five minutes if you dont &quot;Force Stop&quot; on process 2 or 3 times. Will remove app if this is not fixed.",1,4.1.0
5/10/2021,Still not working!!!!!!!!,1,1.5.0
5/10/2021,Great app and easy to use,4,4.1.0
5/8/2021,My buddy,5,4.1.0
5/8/2021,"Works as intended, would be nice to have an option to toggle the app to a dark or light theme.",4,4.1.0
5/8/2021,Doesn't work on my phone,1,4.1.0
5/7/2021,"Poor. Ministry of Health. Google continually takes over. ð¤¬ MOH - I am immune deficient so very important to me to keep myself safe. Since NZ started at Level 4, beginning of 2020. I have phoned, emailed to tell you. I can scan, keep my digital diary. Get as far as okay then have to manually turn my cell phone off. NO I don't want my health information made public. It is now May 2021. ???? ðª",1,4.1.0
5/7/2021,A good service,5,4.1.0
5/6/2021,"Very useful. Only issue is it is a bit slow to open, but otherwise great.",5,4.1.0
5/6/2021,Very good shame others don't use it,5,4.1.0
5/6/2021,TERRIBLE,1,4.1.0
5/6/2021,HELPFUL,5,4.1.0
5/6/2021,"This App is great. It helps protect me, my family and others. I hope we get through this. We will if we all do our part.",5,4.1.0
5/5/2021,I thought I had the flu had a covid test negative all good,4,1.5.1
5/5/2021,Good app,1,3.0.2
5/4/2021,It works faster but it doesn't give me the number of Covid positiv I have been close to for the last 24 hours.,3,4.1.0
5/4/2021,"Super fast and easy, just open it and point it at the poster. Well worth taking a couple of seconds when you go somewhere to protect yourself and others.",5,4.1.0
5/3/2021,Easy enough to use but painfully slow to open. Really discourages me from doing the right thing and always scanning in.,3,4.1.0
5/3/2021,I have a new phone and I cant load the app because it keeps telling me its already installed.It is but on the old phone which is locked and cannot be accessed. HELP!!!,1,3.0.2
5/3/2021,Good,5,1.2.0
5/3/2021,NZ COVID Tracer is for good collection for all types of information that you can move on with your life ð ð ð ð ð,5,4.1.0
5/2/2021,"It's Really Fantastic, And Thank You So Much ðï¸ððï¸",5,4.1.0
5/2/2021,Best for whole world,5,4.1.0
5/2/2021,", m.mmmm.nbm the. B... . B b . 1 Maybe C.m.. .....b.bn .. . .m ...m... ..b hyy .",1,3.0.2
5/2/2021,Good,5,4.1.0
5/1/2021,Takes too long to scan the code. If I can't scan it while I'm walking then I'm not scanning. I don't have time to stop and scan a code every time I go into a shop. Will never use this app.,1,4.1.0
4/30/2021,Easy to use but a bit slow to open,4,4.1.0
4/30/2021,Lp o mi no,1,3.0.1
4/29/2021,complicated so for me,2,4.1.0
4/28/2021,Best app it is perfect to help the ministry to find out where you've been anywhere and everywhere in New Zealand,5,4.1.0
4/28/2021,"Destory Covid-19. For an app that requires users to use frequently, loading will be viewed majority of the time, the app has no indication of loading, a loading bar will go a long way for such an app.",3,4.1.0
4/28/2021,"The QR scanning capabilities of this app are rubbish you have to manually add more often than not. In Auckland 1 in 10 people use the app its pathetic how blasÃ© people are with using the app at venues In QLD No scan at businesses and its No ENTRY simple jog on if you don't want to scan into venues. As a Kiwi myself its disappointing to see, I have witnessed 1st hand 9 out of 10 people not scanning into venues everywhere we go. The team of 5 million is like the PM the greatest myth of all",1,4.1.0
4/28/2021,How can I download the places I've visited over a certain period?,4,4.1.0
4/27/2021,"Excellent, easy to use. Use it every day.",5,4.1.0
4/27/2021,Why I don't even leave nz,1,4.1.0
4/25/2021,P Suks over an Herioine,5,4.1.0
4/25/2021,Happy to have app... Dont go any where unless i scan.. Gives me a safe feeling... If ive been close to covid i will be informed...,5,3.0.1
4/25/2021,We dont have covid so stop asking me to download this battery sucker,1,4.1.0
4/25/2021,Works well and scans each time,5,4.1.0
4/25/2021,App too slow. On trace.. Manually added a bother,1,4.1.0
4/24/2021,Very very good,5,4.1.0
4/23/2021,"Unnecessary trash, also covid is NOWHERE as bad as the govt is making it out to be 99.8% survival rate is not worth destroying our economy, rant over",1,4.1.0
4/23/2021,"I love this app, i always scan while roaming into the stores and walking up the track there are nz covid tracers everywhere, i like to keep track on my where abouts, stay safe.",5,4.0.0
4/22/2021,Please use me. It is important...,4,4.1.0
4/22/2021,"Requires blutooth to be on at all times so the govt can track you... sounds like a great idea right. Kill my phn battery and follow my every move probably to sell info to people.. no thanks. Also never bothers to actually notify you if new cases are found, still have to read the news sites daily. Fyi google maps/location tracks your every move if u turn that on. So you can see everywhere youve been much easier. Depends if u trust google or the govt, or neither.",3,3.0.2
4/22/2021,"This app should be good but is half cooked, I'll thought out, and nearly pointless. Constantly stuck 'checking exposure keys', takes to long to open and scan, can't change the UI to dark mode, hard to navigate around settings. The idea is ok, but the execution is trash. Get someone under 40 to help design apps",1,4.1.0
4/22/2021,Fortunate.,5,4.1.0
4/21/2021,Places of interest are told about .. then check your Google maps timeline .... I see this app as doing something Google maps already has and it's on your phone .....,1,4.1.0
4/21/2021,Stupid app waste of time scanning anything,1,4.1.0
4/21/2021,dodgy app permissions...,1,4.1.0
4/21/2021,Blue tooth drains phone battery,4,4.1.0
4/20/2021,Help stop covid,5,4.1.0
4/20/2021,Working again,5,4.1.0
4/20/2021,Good,5,3.0.2
4/19/2021,Not working doesn't scan. My camera stopped working after installing this app!,1,3.0.2
4/18/2021,New updates have fixed past issues.,5,4.1.0
4/18/2021,Keeps asking me questions when I use the app,1,4.1.0
4/17/2021,It's go for the county,5,4.1.0
4/17/2021,"Decent, so far",4,1.5.0
4/17/2021,This app has improved lattely,3,4.1.0
4/16/2021,"An overuse of &quot;Bluetooth off&quot; notifications in a March build has now subsided, all good.",5,4.1.0
4/16/2021,"Ive tryed on numerous occasions to download the app, once verifying my account details its tead oops sorry try again. Have rang them up and still no go. Frustrating. Can anyone help",1,4.1.0
4/16/2021,Get out of here gooberment,1,4.1.0
4/15/2021,Better than the original and that was good! Thank you ð.,5,4.1.0
4/15/2021,"Way too many notifications telling me Bluetooth is off. Yes Karen I know Bluetooth is off because I am not leaving the house today. Instead, app sends they notification every ten minutes, lighting up the screen, wasting battery. Useless update. Update: Developers fixed the issues :D Thank you.",4,4.1.0
4/15/2021,Easy to use,5,4.1.0
4/15/2021,Pretty good. Feels like recent updates cause longer boot time. Edit / response: using V4.1.0 (1462) - boot and qr scan still seem to take quite a while,4,4.1.0
4/15/2021,Please make the streaks rolling - 14 days is too short and now its boring again ð,5,4.1.0
4/15/2021,It takes a long time to load and no dark mode other than that it's the best. And yes it's 4.1.0. that is not I was asking for now 1 star for bad support,1,4.1.0
4/14/2021,Ur welcome have a awesome weekend,4,4.1.0
4/14/2021,great too use,5,4.0.0
4/14/2021,Terrible.Have to add where you go manually.,2,4.1.0
4/13/2021,"As others have commented on, this latest update had slowed it dramatically. Before, it opened in about 2 seconds. Now, it takes about 7 seconds. Back to the drawing board developers! Boxing Day and still takes 7/8 seconds. Update on 14/05/2021, works fine now, thanks.",2,4.1.0
4/13/2021,Handy way to record movements,5,4.1.0
4/13/2021,Awesome ... makes me feel safe,5,4.1.0
4/13/2021,"When Kiwis do things, we do it right, this app is all you need and they keep adding and adjusting to keep up to the needs, well done app dev team! 10/5 â­â­â­â­â­â­â­â­â­â­",5,4.1.0
4/13/2021,Good enough,5,4.1.0
4/13/2021,Sometimes slow.,1,4.1.0
4/12/2021,"Very slow to open, not user friendly",2,4.1.0
4/12/2021,Works every time,5,4.1.0
4/12/2021,"I use this tracer app without fail. Every time I see people just walk past ignoring the QR scan, I remind myself that should things become serious, I will have played my part, whilst those who were ignorant will have new regrets to live with for the rest of their lives. Thumbs up to all the intelligent people who play their part of a team, Team NZ 5mil.",5,4.1.0
4/11/2021,"Easy to use, quick startup and scan, no adds.",5,4.1.0
4/11/2021,Love this app keeps me updated,5,4.0.0
4/10/2021,Awesome,5,4.1.0
4/10/2021,Telling everyone if there is covid-19 peoples,5,4.1.0
4/10/2021,Good app. Easy to use. Sometimes takes a while to scan the qr code,4,4.1.0
4/10/2021,"Could be so much better. Just a simple integration into google maps would help identify location visits especially manual ones. There must be a huge team just reviewing manual entries in a data warehouse to check location relationships, when a map lookup could resolve that. Truly bizarre.",2,4.0.0
4/9/2021,very good,4,4.1.0
4/9/2021,Very practical.,4,4.1.0
4/9/2021,When I manually add places i would expect them to be linked to google maps and which is linked to the qr code else i don't think it knows the places i have been and visited,2,4.1.0
4/9/2021,I like covid trace apps,5,4.1.0
4/8/2021,Does not work on new Huawei phone,5,4.1.0
4/8/2021,"Hi, Thanks for the prompt respond. While the 4.0 was installed Google play store will not show version 4.1. Hope this information is helpful. Keep up the good work. Much appreciated. Cheers.",5,4.1.0
4/8/2021,Please get rid of the &quot;complete your diary&quot; message. There is not point in going back through my entries to figure out when I was at home and went nowhere. It is obvious when compared to all the businesses I have tagged.,2,4.1.0
4/8/2021,"I hate this app, my phone is a year old. I installed it when the app was new it worked alright up until about October 2020. An update to this app came the phone crashed I had to reset the phone as the battery stated draining abnormally fast. I've tried this broken app twice more since both times it's crashed the phone once installed and I've had to factory reset the phone to purge whatever is causing the battery drain. So yeah I hate this app as it makes my phone unusable.",1,3.0.2
